subscription_id,customer_id,tier,start_date,end_date,end_reason
S001069,C00956,Starter,2025-06-01,2025-12-01,Active
S001070,C00957,Starter,2025-08-01,2025-12-01,Active
S001071,C00958,Starter,2024-06-01,2024-10-01,Churn
S001072,C00959,Starter,2025-03-01,2025-12-01,Active
S001073,C00960,Growth,2025-10-01,2025-12-01,Active
S001074,C00961,Starter,2023-06-01,2023-08-01,Churn
S001075,C00962,Growth,2025-08-01,2025-12-01,Active
S001076,C00963,Growth,2024-08-01,2025-12-01,Active
S001077,C00964,Growth,2024-04-01,2025-11-01,Churn
S001078,C00965,Starter,2023-02-01,2023-02-01,Churn
S001079,C00966,Growth,2023-12-01,2025-12-01,Active
S001080,C00967,Enterprise,2025-11-01,2025-12-01,Active
S001081,C00968,Starter,2024-05-01,2025-12-01,Active
S001082,C00969,Growth,2025-03-01,2025-12-01,Active
S001083,C00970,Starter,2025-06-01,2025-12-01,Active
S001084,C00971,Starter,2024-01-01,2025-11-01,Churn
S001085,C00972,Starter,2023-10-01,2023-11-01,Churn
S001086,C00973,Growth,2024-09-01,2025-12-01,Active
S001087,C00974,Starter,2025-04-01,2025-12-01,Active
S001088,C00975,Starter,2023-02-01,2023-05-01,Churn
S001089,C00976,Growth,2024-01-01,2025-12-01,Active
S001090,C00977,Starter,2024-08-01,2025-04-01,Churn
S001091,C00978,Growth,2023-01-01,2025-01-01,Churn
S001092,C00979,Growth,2024-03-01,2025-12-01,Active
S001093,C00980,Growth,2024-10-01,2025-12-01,Active
S001094,C00981,Starter,2023-11-01,2023-12-01,Churn
S001095,C00982,Growth,2025-09-01,2025-12-01,Active
S001096,C00983,Starter,2023-10-01,2024-02-01,Upgrade
S001097,C00983,Growth,2024-03-01,2025-12-01,Active
S001098,C00984,Growth,2023-04-01,2025-06-01,Upgrade
S001099,C00984,Enterprise,2025-07-01,2025-12-01,Active
S001100,C00985,Enterprise,2025-12-01,2025-12-01,Active
S001101,C00986,Growth,2023-07-01,2024-01-01,Churn
S001102,C00987,Starter,2023-08-01,2024-05-01,Upgrade
S001103,C00987,Growth,2024-06-01,2025-12-01,Active
S001104,C00988,Starter,2023-02-01,2023-10-01,Churn
S001105,C00989,Growth,2023-09-01,2024-04-01,Upgrade
S001106,C00989,Enterprise,2024-05-01,2025-12-01,Active
S001107,C00990,Growth,2025-08-01,2025-12-01,Active
S001108,C00991,Enterprise,2023-11-01,2025-12-01,Active
S001109,C00992,Starter,2024-06-01,2025-12-01,Active
S001110,C00993,Starter,2025-06-01,2025-11-01,Churn
S001111,C00994,Growth,2023-09-01,2025-12-01,Active
S001112,C00995,Starter,2023-06-01,2025-12-01,Active
S001113,C00996,Growth,2023-05-01,2023-10-01,Churn
S001114,C00997,Starter,2024-06-01,2024-12-01,Upgrade
S001115,C00997,Growth,2025-01-01,2025-12-01,Active
S001116,C00998,Growth,2024-01-01,2025-12-01,Active
S001117,C00999,Growth,2023-10-01,2025-07-01,Churn
S001118,C01000,Enterprise,2024-06-01,2025-12-01,Active
S001119,C01001,Growth,2024-04-01,2025-12-01,Active
S001120,C01002,Enterprise,2023-11-01,2025-12-01,Active
S001121,C01003,Starter,2024-09-01,2025-10-01,Churn
S001122,C01004,Starter,2024-07-01,2024-11-01,Churn
S001123,C01005,Starter,2023-04-01,2024-01-01,Churn
S001124,C01006,Starter,2025-09-01,2025-12-01,Active
S001125,C01007,Starter,2025-10-01,2025-12-01,Active
S001126,C01008,Starter,2025-09-01,2025-12-01,Active
S001127,C01009,Starter,2023-08-01,2025-12-01,Active
S001128,C01010,Starter,2023-10-01,2025-12-01,Active
S001129,C01011,Starter,2023-04-01,2024-03-01,Churn
S001130,C01012,Enterprise,2023-11-01,2025-12-01,Active
S001131,C01013,Growth,2024-12-01,2025-12-01,Active
S001132,C01014,Growth,2024-12-01,2025-02-01,Churn
S001133,C01015,Enterprise,2023-12-01,2025-02-01,Churn
S001134,C01016,Growth,2025-10-01,2025-12-01,Active
S001135,C01017,Growth,2023-03-01,2024-01-01,Churn
S001136,C01018,Growth,2024-09-01,2025-12-01,Active
S001137,C01019,Starter,2023-08-01,2025-06-01,Upgrade
S001138,C01019,Growth,2025-07-01,2025-09-01,Churn
S001139,C01020,Enterprise,2023-09-01,2025-12-01,Active
S001140,C01021,Starter,2025-06-01,2025-09-01,Churn
S001141,C01022,Growth,2025-04-01,2025-10-01,Downgrade
S001142,C01022,Starter,2025-11-01,2025-12-01,Active
S001143,C01023,Starter,2023-03-01,2023-10-01,Churn
S001144,C01024,Starter,2025-06-01,2025-12-01,Active
S001145,C01025,Starter,2024-05-01,2025-12-01,Active
S001146,C01026,Starter,2023-09-01,2024-06-01,Churn
S001147,C01027,Growth,2023-12-01,2025-12-01,Active
S001148,C01028,Starter,2023-11-01,2024-07-01,Churn
S001149,C01029,Growth,2024-07-01,2025-04-01,Upgrade
S001150,C01029,Enterprise,2025-05-01,2025-12-01,Active
S001151,C01030,Starter,2024-08-01,2024-12-01,Churn
S001152,C01031,Starter,2025-07-01,2025-12-01,Active
S001153,C01032,Starter,2023-06-01,2024-08-01,Upgrade
S001154,C01032,Growth,2024-09-01,2024-12-01,Churn
S001155,C01033,Growth,2024-01-01,2025-03-01,Upgrade
S001156,C01033,Enterprise,2025-04-01,2025-12-01,Active
S001157,C01034,Starter,2023-02-01,2023-02-01,Churn
S001158,C01035,Enterprise,2024-07-01,2025-12-01,Active
S001159,C01036,Growth,2025-08-01,2025-12-01,Active
S001160,C01037,Growth,2024-09-01,2025-12-01,Active
S001161,C01038,Starter,2023-08-01,2025-12-01,Active
S001162,C01039,Starter,2025-06-01,2025-12-01,Active
S001163,C01040,Growth,2025-04-01,2025-12-01,Active
S001164,C01041,Growth,2025-06-01,2025-12-01,Active
S001165,C01042,Starter,2024-01-01,2024-02-01,Churn
S001166,C01043,Starter,2023-08-01,2023-11-01,Churn
S001167,C01044,Starter,2024-06-01,2024-06-01,Upgrade
S001168,C01044,Growth,2024-07-01,2025-12-01,Active
S001169,C01045,Starter,2025-12-01,2025-12-01,Active
S001170,C01046,Growth,2025-12-01,2025-12-01,Active
S001171,C01047,Growth,2025-10-01,2025-12-01,Active
S001172,C01048,Starter,2025-03-01,2025-07-01,Upgrade
S001173,C01048,Growth,2025-08-01,2025-12-01,Active
S001174,C01049,Starter,2023-06-01,2023-12-01,Upgrade
S001175,C01049,Growth,2024-01-01,2024-10-01,Churn
S001176,C01050,Enterprise,2023-10-01,2025-10-01,Churn
S001177,C01051,Starter,2024-06-01,2024-07-01,Upgrade
S001178,C01051,Growth,2024-08-01,2025-12-01,Active
S001179,C01052,Starter,2024-04-01,2025-12-01,Active
S001180,C01053,Starter,2024-04-01,2025-12-01,Active
S001181,C01054,Growth,2025-05-01,2025-10-01,Churn
S001182,C01055,Starter,2025-04-01,2025-12-01,Active
S001183,C01056,Enterprise,2024-08-01,2025-12-01,Active
S001184,C01057,Starter,2024-05-01,2025-12-01,Active
S001185,C01058,Starter,2025-04-01,2025-10-01,Churn
S001186,C01059,Starter,2024-09-01,2024-10-01,Upgrade
S001187,C01059,Growth,2024-11-01,2025-12-01,Active
S001188,C01060,Enterprise,2024-08-01,2025-12-01,Active
S001189,C01061,Starter,2025-02-01,2025-12-01,Active
S001190,C01062,Enterprise,2025-02-01,2025-12-01,Active
S001191,C01063,Growth,2025-05-01,2025-07-01,Upgrade
S001192,C01063,Enterprise,2025-08-01,2025-12-01,Active
S001193,C01064,Starter,2025-12-01,2025-12-01,Active
S001194,C01065,Starter,2023-09-01,2025-12-01,Active
S001195,C01066,Starter,2023-04-01,2025-12-01,Active
S001196,C01067,Starter,2024-10-01,2025-12-01,Active
S001197,C01068,Enterprise,2024-12-01,2025-12-01,Active
S001198,C01069,Growth,2024-02-01,2025-12-01,Active
S001199,C01070,Starter,2023-02-01,2024-08-01,Churn
S001200,C01071,Enterprise,2023-06-01,2025-12-01,Active
S001201,C01072,Growth,2025-03-01,2025-12-01,Active
S001202,C01073,Starter,2024-06-01,2025-12-01,Active
S001203,C01074,Growth,2024-03-01,2025-09-01,Downgrade
S001204,C01074,Starter,2025-10-01,2025-12-01,Active
S001205,C01075,Starter,2023-09-01,2025-12-01,Active
S001206,C01076,Starter,2023-08-01,2024-10-01,Churn
S001207,C01077,Growth,2025-05-01,2025-12-01,Active
S001208,C01078,Starter,2023-07-01,2024-04-01,Churn
S001209,C01079,Starter,2023-03-01,2023-08-01,Churn
S001210,C01080,Starter,2023-11-01,2024-10-01,Upgrade
S001211,C01080,Growth,2024-11-01,2025-12-01,Active
S001212,C01081,Starter,2025-11-01,2025-12-01,Active
S001213,C01082,Growth,2025-01-01,2025-12-01,Active
S001214,C01083,Starter,2023-11-01,2025-09-01,Churn
S001215,C01084,Starter,2023-06-01,2024-12-01,Churn
S001216,C01085,Enterprise,2023-10-01,2025-12-01,Active
S001217,C01086,Starter,2023-11-01,2025-09-01,Churn
S001218,C01087,Growth,2024-10-01,2025-12-01,Active
S001219,C01088,Starter,2024-03-01,2025-12-01,Active
S001220,C01089,Growth,2023-11-01,2024-09-01,Downgrade
S001221,C01089,Starter,2024-10-01,2025-01-01,Churn
S001222,C01090,Growth,2025-11-01,2025-12-01,Active
S001223,C01091,Starter,2024-07-01,2025-11-01,Churn
S001224,C01092,Starter,2025-12-01,2025-12-01,Active
S001225,C01093,Enterprise,2024-04-01,2025-12-01,Active
S001226,C01094,Growth,2024-09-01,2025-09-01,Churn
S001227,C01095,Enterprise,2025-11-01,2025-11-01,Churn
S001228,C01096,Starter,2024-01-01,2025-12-01,Active
S001229,C01097,Growth,2025-11-01,2025-12-01,Active
S001230,C01098,Growth,2025-12-01,2025-12-01,Active
S001231,C01099,Growth,2025-05-01,2025-12-01,Active
S001232,C01100,Growth,2025-02-01,2025-09-01,Churn
S001233,C01101,Starter,2023-02-01,2025-12-01,Active
S001234,C01102,Growth,2024-03-01,2025-12-01,Active
S001235,C01103,Starter,2025-09-01,2025-12-01,Active
S001236,C01104,Starter,2024-11-01,2024-11-01,Churn
S001237,C01105,Enterprise,2025-08-01,2025-10-01,Churn
S001238,C01106,Growth,2025-03-01,2025-12-01,Active
S001239,C01107,Growth,2025-08-01,2025-12-01,Active
S001240,C01108,Starter,2024-05-01,2025-10-01,Churn
S001241,C01109,Starter,2023-12-01,2025-12-01,Active
S001242,C01110,Growth,2023-07-01,2025-07-01,Upgrade
S001243,C01110,Enterprise,2025-08-01,2025-12-01,Active
S001244,C01111,Starter,2024-11-01,2025-11-01,Churn
S001245,C01112,Starter,2024-05-01,2025-05-01,Churn
S001246,C01113,Starter,2023-11-01,2025-05-01,Churn
S001247,C01114,Growth,2024-05-01,2025-12-01,Active
S001248,C01115,Growth,2023-11-01,2024-07-01,Downgrade
S001249,C01115,Starter,2024-08-01,2025-12-01,Active
S001250,C01116,Starter,2025-05-01,2025-12-01,Active
S001251,C01117,Starter,2024-11-01,2025-12-01,Active
S001252,C01118,Starter,2024-09-01,2025-02-01,Churn
S001253,C01119,Starter,2025-01-01,2025-12-01,Active
S001254,C01120,Growth,2024-10-01,2025-04-01,Churn
S001255,C01121,Enterprise,2024-01-01,2025-12-01,Active
S001256,C01122,Starter,2025-04-01,2025-12-01,Active
S001257,C01123,Growth,2025-03-01,2025-12-01,Active
S001258,C01124,Starter,2025-01-01,2025-12-01,Active
S001259,C01125,Starter,2024-12-01,2024-12-01,Churn
S001260,C01126,Starter,2024-08-01,2025-10-01,Churn
S001261,C01127,Growth,2024-01-01,2025-12-01,Active
S001262,C01128,Growth,2025-08-01,2025-12-01,Active
S001263,C01129,Growth,2024-03-01,2025-12-01,Active
S001264,C01130,Starter,2025-02-01,2025-08-01,Upgrade
S001265,C01130,Growth,2025-09-01,2025-12-01,Active
S001266,C01131,Starter,2024-11-01,2025-03-01,Upgrade
S001267,C01131,Growth,2025-04-01,2025-12-01,Active
S001268,C01132,Growth,2023-12-01,2025-12-01,Active
S001269,C01133,Enterprise,2025-08-01,2025-12-01,Active
S001270,C01134,Starter,2023-08-01,2023-11-01,Upgrade
S001271,C01134,Growth,2023-12-01,2025-12-01,Active
S001272,C01135,Starter,2023-04-01,2023-10-01,Churn
S001273,C01136,Starter,2025-03-01,2025-12-01,Active
S001274,C01137,Starter,2024-05-01,2025-12-01,Active
S001275,C01138,Starter,2025-02-01,2025-12-01,Active
S001276,C01139,Growth,2024-05-01,2025-11-01,Churn
S001277,C01140,Starter,2025-09-01,2025-12-01,Active
S001278,C01141,Growth,2024-02-01,2024-05-01,Churn
S001279,C01142,Starter,2025-10-01,2025-12-01,Active
S001280,C01143,Enterprise,2024-01-01,2025-12-01,Active
S001281,C01144,Starter,2024-03-01,2025-08-01,Churn
S001282,C01145,Growth,2024-09-01,2025-12-01,Active
S001283,C01146,Starter,2025-03-01,2025-12-01,Active
S001284,C01147,Starter,2023-08-01,2024-04-01,Churn
S001285,C01148,Starter,2023-12-01,2025-12-01,Active
S001286,C01149,Growth,2025-03-01,2025-03-01,Churn
S001287,C01150,Starter,2023-09-01,2025-12-01,Active
S001288,C01151,Starter,2023-10-01,2025-12-01,Active
S001289,C01152,Enterprise,2025-10-01,2025-12-01,Active
S001290,C01153,Growth,2024-01-01,2025-11-01,Upgrade
S001291,C01153,Enterprise,2025-12-01,2025-12-01,Active
S001292,C01154,Growth,2023-06-01,2025-04-01,Churn
S001293,C01155,Starter,2025-06-01,2025-12-01,Active
S001294,C01156,Starter,2023-10-01,2025-04-01,Churn
S001295,C01157,Growth,2024-07-01,2025-06-01,Churn
S001296,C01158,Starter,2024-06-01,2025-01-01,Churn
S001297,C01159,Starter,2024-08-01,2025-12-01,Active
S001298,C01160,Growth,2023-08-01,2024-02-01,Upgrade
S001299,C01160,Enterprise,2024-03-01,2025-05-01,Downgrade
S001300,C01160,Growth,2025-06-01,2025-12-01,Active
S001301,C01161,Starter,2024-07-01,2025-12-01,Active
S001302,C01162,Growth,2024-08-01,2025-12-01,Active
S001303,C01163,Starter,2025-05-01,2025-12-01,Active
S001304,C01164,Starter,2025-03-01,2025-12-01,Active
S001305,C01165,Starter,2024-09-01,2025-02-01,Churn
S001306,C01166,Starter,2024-07-01,2025-08-01,Upgrade
S001307,C01166,Growth,2025-09-01,2025-12-01,Active
S001308,C01167,Starter,2025-05-01,2025-10-01,Churn
S001309,C01168,Starter,2024-10-01,2025-03-01,Upgrade
S001310,C01168,Growth,2025-04-01,2025-12-01,Active
S001311,C01169,Starter,2024-11-01,2025-09-01,Churn
S001312,C01170,Growth,2023-12-01,2025-12-01,Active
S001313,C01171,Starter,2023-03-01,2025-10-01,Churn
S001314,C01172,Starter,2025-09-01,2025-12-01,Active
S001315,C01173,Starter,2025-05-01,2025-12-01,Active
S001316,C01174,Growth,2024-10-01,2025-12-01,Active
S001317,C01175,Starter,2023-06-01,2023-08-01,Churn
S001318,C01176,Starter,2024-12-01,2024-12-01,Churn
S001319,C01177,Starter,2025-02-01,2025-12-01,Active
S001320,C01178,Growth,2025-02-01,2025-12-01,Active
S001321,C01179,Growth,2023-08-01,2024-06-01,Churn
S001322,C01180,Starter,2023-05-01,2024-03-01,Upgrade
S001323,C01180,Growth,2024-04-01,2024-05-01,Churn
S001324,C01181,Starter,2023-06-01,2024-09-01,Upgrade
S001325,C01181,Growth,2024-10-01,2024-10-01,Churn
S001326,C01182,Enterprise,2023-09-01,2025-12-01,Active
S001327,C01183,Starter,2025-01-01,2025-12-01,Active
S001328,C01184,Growth,2025-09-01,2025-12-01,Active
S001329,C01185,Starter,2025-01-01,2025-02-01,Churn
S001330,C01186,Growth,2025-03-01,2025-12-01,Active
S001331,C01187,Starter,2024-10-01,2025-12-01,Active
S001332,C01188,Starter,2025-12-01,2025-12-01,Active
S001333,C01189,Growth,2023-04-01,2024-11-01,Upgrade
S001334,C01189,Enterprise,2024-12-01,2025-12-01,Active
S001335,C01190,Growth,2024-08-01,2025-12-01,Active
S001336,C01191,Growth,2023-02-01,2023-08-01,Upgrade
S001337,C01191,Enterprise,2023-09-01,2025-12-01,Active
S001338,C01192,Starter,2023-05-01,2024-01-01,Upgrade
S001339,C01192,Growth,2024-02-01,2025-12-01,Active
S001340,C01193,Growth,2024-08-01,2025-12-01,Active
S001341,C01194,Starter,2023-10-01,2024-02-01,Churn
S001342,C01195,Starter,2023-02-01,2025-12-01,Active
S001343,C01196,Growth,2025-09-01,2025-12-01,Active
S001344,C01197,Starter,2024-04-01,2024-08-01,Upgrade
S001345,C01197,Growth,2024-09-01,2025-12-01,Active
S001346,C01198,Starter,2023-08-01,2024-04-01,Churn
S001347,C01199,Growth,2023-11-01,2025-12-01,Active
S001348,C01200,Starter,2023-10-01,2024-02-01,Upgrade
S001349,C01200,Growth,2024-03-01,2025-12-01,Active
S001350,C01201,Starter,2025-10-01,2025-12-01,Active
S001351,C01202,Starter,2024-12-01,2025-12-01,Active
S001352,C01203,Starter,2023-06-01,2024-09-01,Churn
S001353,C01204,Growth,2024-12-01,2025-12-01,Active
S001354,C01205,Starter,2025-04-01,2025-12-01,Active
S001355,C01206,Growth,2024-10-01,2025-05-01,Churn
S001356,C01207,Growth,2025-09-01,2025-12-01,Active
S001357,C01208,Starter,2023-02-01,2023-06-01,Churn
S001358,C01209,Growth,2024-12-01,2025-12-01,Active
S001359,C01210,Growth,2023-08-01,2024-05-01,Upgrade
S001360,C01210,Enterprise,2024-06-01,2024-07-01,Churn
S001361,C01211,Starter,2025-02-01,2025-12-01,Active
S001362,C01212,Starter,2024-02-01,2025-12-01,Active
S001363,C01213,Starter,2024-09-01,2025-12-01,Active
S001364,C01214,Starter,2023-04-01,2025-12-01,Active
S001365,C01215,Starter,2023-03-01,2025-12-01,Active
S001366,C01216,Growth,2024-09-01,2025-12-01,Active
S001367,C01217,Growth,2024-01-01,2025-01-01,Upgrade
S001368,C01217,Enterprise,2025-02-01,2025-12-01,Active
S001369,C01218,Growth,2023-04-01,2024-01-01,Upgrade
S001370,C01218,Enterprise,2024-02-01,2025-12-01,Active
S001371,C01219,Growth,2025-06-01,2025-12-01,Active
S001372,C01220,Starter,2023-07-01,2024-05-01,Churn
S001373,C01221,Starter,2025-04-01,2025-12-01,Active
S001374,C01222,Growth,2024-04-01,2025-12-01,Active
S001375,C01223,Starter,2023-12-01,2024-01-01,Upgrade
S001376,C01223,Growth,2024-02-01,2024-10-01,Churn
S001377,C01224,Growth,2025-04-01,2025-12-01,Active
S001378,C01225,Starter,2024-07-01,2025-05-01,Churn
S001379,C01226,Starter,2025-11-01,2025-11-01,Churn
S001380,C01227,Starter,2025-04-01,2025-12-01,Active
S001381,C01228,Starter,2024-07-01,2025-05-01,Churn
S001382,C01229,Growth,2023-04-01,2025-07-01,Churn
S001383,C01230,Growth,2024-06-01,2025-12-01,Active
S001384,C01231,Enterprise,2025-10-01,2025-12-01,Active
S001385,C01232,Growth,2024-06-01,2025-12-01,Active
S001386,C01233,Starter,2025-03-01,2025-12-01,Active
S001387,C01234,Growth,2023-06-01,2025-12-01,Active
S001388,C01235,Starter,2025-12-01,2025-12-01,Active
S001389,C01236,Starter,2023-09-01,2024-02-01,Upgrade
S001390,C01236,Growth,2024-03-01,2024-04-01,Churn
S001391,C01237,Starter,2025-04-01,2025-07-01,Churn
S001392,C01238,Growth,2024-09-01,2025-12-01,Active
S001393,C01239,Enterprise,2025-05-01,2025-12-01,Active
S001394,C01240,Starter,2025-04-01,2025-12-01,Active
S001395,C01241,Growth,2024-02-01,2025-12-01,Active
S001396,C01242,Enterprise,2025-05-01,2025-12-01,Active
S001397,C01243,Starter,2023-06-01,2025-12-01,Active
S001398,C01244,Starter,2024-08-01,2025-12-01,Active
S001399,C01245,Enterprise,2025-06-01,2025-12-01,Active
S001400,C01246,Starter,2025-10-01,2025-12-01,Active
S001401,C01247,Starter,2024-09-01,2025-12-01,Active
S001402,C01248,Starter,2023-11-01,2024-01-01,Churn
S001403,C01249,Starter,2024-12-01,2025-01-01,Upgrade
S001404,C01249,Growth,2025-02-01,2025-12-01,Active
S001405,C01250,Starter,2023-07-01,2024-02-01,Upgrade
S001406,C01250,Growth,2024-03-01,2025-12-01,Active
S001407,C01251,Enterprise,2023-08-01,2025-12-01,Active
S001408,C01252,Starter,2023-10-01,2025-03-01,Churn
S001409,C01253,Enterprise,2024-06-01,2025-09-01,Churn
S001410,C01254,Growth,2025-08-01,2025-12-01,Active
S001411,C01255,Growth,2025-03-01,2025-12-01,Active
S001412,C01256,Enterprise,2024-06-01,2025-02-01,Churn
S001413,C01257,Growth,2025-05-01,2025-12-01,Active
S001414,C01258,Enterprise,2024-03-01,2025-12-01,Active
S001415,C01259,Growth,2024-12-01,2025-12-01,Active
S001416,C01260,Growth,2023-07-01,2025-12-01,Active
S001417,C01261,Starter,2025-08-01,2025-10-01,Churn
S001418,C01262,Growth,2024-06-01,2025-12-01,Active
S001419,C01263,Enterprise,2023-02-01,2023-12-01,Churn
S001420,C01264,Starter,2023-09-01,2025-12-01,Active
S001421,C01265,Growth,2025-03-01,2025-12-01,Active
S001422,C01266,Starter,2024-05-01,2025-07-01,Upgrade
S001423,C01266,Growth,2025-08-01,2025-12-01,Active
S001424,C01267,Starter,2023-04-01,2023-12-01,Churn
S001425,C01268,Growth,2024-05-01,2024-10-01,Downgrade
S001426,C01268,Starter,2024-11-01,2025-12-01,Active
S001427,C01269,Growth,2023-03-01,2025-12-01,Active
S001428,C01270,Starter,2025-03-01,2025-12-01,Active
S001429,C01271,Starter,2024-07-01,2024-08-01,Churn
S001430,C01272,Growth,2025-12-01,2025-12-01,Active
S001431,C01273,Growth,2023-03-01,2025-12-01,Active
S001432,C01274,Growth,2023-01-01,2023-04-01,Upgrade
S001433,C01274,Enterprise,2023-05-01,2025-12-01,Active
S001434,C01275,Starter,2025-12-01,2025-12-01,Active
S001435,C01276,Starter,2025-05-01,2025-12-01,Active
S001436,C01277,Starter,2025-04-01,2025-12-01,Active
S001437,C01278,Growth,2025-09-01,2025-12-01,Active
S001438,C01279,Growth,2023-12-01,2024-08-01,Churn
S001439,C01280,Starter,2025-10-01,2025-12-01,Active
S001440,C01281,Growth,2025-03-01,2025-12-01,Active
S001441,C01282,Growth,2023-05-01,2025-01-01,Downgrade
S001442,C01282,Starter,2025-02-01,2025-09-01,Churn
S001443,C01283,Growth,2024-07-01,2025-12-01,Active
S001444,C01284,Starter,2023-10-01,2025-12-01,Active
S001445,C01285,Enterprise,2024-07-01,2025-12-01,Active
S001446,C01286,Starter,2023-10-01,2023-10-01,Churn
S001447,C01287,Growth,2025-12-01,2025-12-01,Active
S001448,C01288,Starter,2023-10-01,2025-12-01,Active
S001449,C01289,Growth,2023-09-01,2025-06-01,Upgrade
S001450,C01289,Enterprise,2025-07-01,2025-12-01,Active
S001451,C01290,Growth,2023-05-01,2023-07-01,Churn
S001452,C01291,Starter,2025-09-01,2025-12-01,Active
S001453,C01292,Starter,2025-03-01,2025-12-01,Active
S001454,C01293,Starter,2025-02-01,2025-12-01,Active
S001455,C01294,Growth,2024-01-01,2025-12-01,Active
S001456,C01295,Starter,2023-11-01,2023-12-01,Churn
S001457,C01296,Starter,2024-04-01,2025-12-01,Active
S001458,C01297,Starter,2024-07-01,2025-05-01,Churn
S001459,C01298,Enterprise,2025-01-01,2025-05-01,Churn
S001460,C01299,Growth,2025-08-01,2025-12-01,Active
S001461,C01300,Starter,2024-10-01,2025-09-01,Churn
S001462,C01301,Starter,2025-01-01,2025-04-01,Churn
S001463,C01302,Growth,2025-09-01,2025-12-01,Active
S001464,C01303,Growth,2024-02-01,2025-12-01,Active
S001465,C01304,Growth,2025-08-01,2025-12-01,Active
S001466,C01305,Starter,2025-01-01,2025-12-01,Active
S001467,C01306,Starter,2024-04-01,2024-08-01,Churn
S001468,C01307,Enterprise,2023-07-01,2025-12-01,Active
S001469,C01308,Starter,2023-07-01,2023-07-01,Churn
S001470,C01309,Starter,2023-12-01,2023-12-01,Churn
S001471,C01310,Starter,2025-05-01,2025-12-01,Active
S001472,C01311,Growth,2024-12-01,2025-07-01,Churn
S001473,C01312,Starter,2023-04-01,2025-04-01,Churn
S001474,C01313,Starter,2025-12-01,2025-12-01,Active
S001475,C01314,Growth,2025-03-01,2025-12-01,Active
S001476,C01315,Growth,2025-01-01,2025-12-01,Active
S001477,C01316,Starter,2024-09-01,2025-12-01,Active
S001478,C01317,Growth,2023-12-01,2024-02-01,Churn
S001479,C01318,Starter,2024-06-01,2024-12-01,Churn
S001480,C01319,Growth,2023-07-01,2024-01-01,Churn
S001481,C01320,Starter,2025-12-01,2025-12-01,Active
S001482,C01321,Enterprise,2024-04-01,2025-12-01,Active
S001483,C01322,Starter,2023-02-01,2025-12-01,Active
S001484,C01323,Enterprise,2024-02-01,2025-12-01,Active
S001485,C01324,Starter,2025-12-01,2025-12-01,Active
S001486,C01325,Growth,2025-06-01,2025-12-01,Active
S001487,C01326,Growth,2023-12-01,2024-04-01,Upgrade
S001488,C01326,Enterprise,2024-05-01,2025-12-01,Active
S001489,C01327,Enterprise,2024-03-01,2025-12-01,Active
S001490,C01328,Growth,2025-09-01,2025-12-01,Active
S001491,C01329,Starter,2023-09-01,2024-05-01,Upgrade
S001492,C01329,Growth,2024-06-01,2024-06-01,Churn
S001493,C01330,Growth,2024-08-01,2025-12-01,Active
S001494,C01331,Growth,2024-08-01,2025-12-01,Active
S001495,C01332,Starter,2023-11-01,2025-02-01,Churn
S001496,C01333,Starter,2024-11-01,2025-12-01,Active
S001497,C01334,Starter,2024-02-01,2024-03-01,Churn
S001498,C01335,Starter,2024-07-01,2024-10-01,Churn
S001499,C01336,Growth,2023-02-01,2024-08-01,Upgrade
S001500,C01336,Enterprise,2024-09-01,2025-12-01,Active
S001501,C01337,Enterprise,2025-08-01,2025-12-01,Active
S001502,C01338,Growth,2023-07-01,2025-12-01,Active
S001503,C01339,Growth,2024-02-01,2025-12-01,Active
S001504,C01340,Starter,2025-12-01,2025-12-01,Active
S001505,C01341,Growth,2024-02-01,2025-12-01,Active
S001506,C01342,Enterprise,2023-02-01,2025-12-01,Active
S001507,C01343,Growth,2023-12-01,2025-12-01,Active
S001508,C01344,Starter,2025-04-01,2025-12-01,Active
S001509,C01345,Starter,2024-06-01,2025-12-01,Active
S001510,C01346,Starter,2024-02-01,2024-09-01,Churn
S001511,C01347,Growth,2024-06-01,2025-12-01,Active
S001512,C01348,Enterprise,2024-12-01,2025-12-01,Active
S001513,C01349,Starter,2024-11-01,2025-09-01,Churn
S001514,C01350,Starter,2023-11-01,2025-09-01,Churn
S001515,C01351,Growth,2025-11-01,2025-12-01,Active
S001516,C01352,Starter,2023-03-01,2025-09-01,Churn
S001517,C01353,Starter,2024-02-01,2024-03-01,Churn
S001518,C01354,Enterprise,2023-01-01,2025-02-01,Downgrade
S001519,C01354,Growth,2025-03-01,2025-12-01,Active
S001520,C01355,Growth,2024-10-01,2024-10-01,Churn
S001521,C01356,Starter,2025-09-01,2025-12-01,Active
S001522,C01357,Starter,2025-11-01,2025-12-01,Active
S001523,C01358,Starter,2025-12-01,2025-12-01,Active
S001524,C01359,Growth,2025-10-01,2025-12-01,Active
S001525,C01360,Growth,2025-02-01,2025-12-01,Active
S001526,C01361,Growth,2025-01-01,2025-07-01,Upgrade
S001527,C01361,Enterprise,2025-08-01,2025-12-01,Active
S001528,C01362,Starter,2024-07-01,2025-12-01,Active
S001529,C01363,Growth,2025-11-01,2025-12-01,Active
S001530,C01364,Enterprise,2025-03-01,2025-12-01,Active
S001531,C01365,Starter,2025-12-01,2025-12-01,Active
S001532,C01366,Starter,2024-06-01,2025-12-01,Active
S001533,C01367,Growth,2025-03-01,2025-07-01,Churn
S001534,C01368,Growth,2023-03-01,2025-12-01,Active
S001535,C01369,Enterprise,2024-09-01,2025-12-01,Active
