customer_id,signup_date,industry,region,sales_channel,initial_tier,discount_pct
C01028,2023-11-10,Manufacturing,North America,Self-Serve,Starter,10
C01029,2024-07-04,Financial Services,North America,Self-Serve,Growth,0
C01030,2024-08-21,Retail,APAC,Partner,Starter,0
C01031,2025-07-04,Education,APAC,Partner,Starter,0
C01032,2023-06-05,Technology,North America,Partner,Starter,0
C01033,2024-01-26,Manufacturing,North America,Partner,Growth,20
C01034,2023-02-22,Retail,EMEA,Partner,Starter,0
C01035,2024-07-25,Healthcare,North America,Self-Serve,Enterprise,10
C01036,2025-08-05,Retail,North America,Direct,Growth,5
C01037,2024-09-06,Healthcare,EMEA,Direct,Growth,10
C01038,2023-08-05,Media,North America,Self-Serve,Starter,0
C01039,2025-06-07,Financial Services,North America,Self-Serve,Starter,0
C01040,2025-04-14,Technology,LATAM,Partner,Growth,20
C01041,2025-06-29,Financial Services,North America,Partner,Growth,15
C01042,2024-01-09,Technology,EMEA,Self-Serve,Starter,0
C01043,2023-08-26,Retail,LATAM,Direct,Starter,0
C01044,2024-06-14,Retail,North America,Self-Serve,Starter,0
C01045,2025-12-04,Retail,North America,Direct,Starter,0
C01046,2025-12-04,Manufacturing,LATAM,Direct,Growth,15
C01047,2025-10-09,Retail,EMEA,Direct,Growth,0
C01048,2025-03-13,Financial Services,North America,Direct,Starter,0
C01049,2023-06-13,Financial Services,EMEA,Direct,Starter,0
C01050,2023-10-24,Financial Services,APAC,Direct,Enterprise,20
C01051,2024-06-04,Retail,EMEA,Direct,Starter,10
C01052,2024-04-29,Financial Services,APAC,Self-Serve,Starter,0
C01053,2024-04-12,Technology,North America,Direct,Starter,0
C01054,2025-05-12,Retail,North America,Self-Serve,Growth,10
C01055,2025-04-29,Retail,APAC,Direct,Starter,0
C01056,2024-08-26,Media,LATAM,Self-Serve,Enterprise,25
C01057,2024-05-15,Financial Services,EMEA,Self-Serve,Starter,0
C01058,2025-04-12,Manufacturing,North America,Self-Serve,Starter,5
C01059,2024-09-11,Media,North America,Direct,Starter,10
C01060,2024-08-14,Financial Services,North America,Self-Serve,Enterprise,25
C01061,2025-02-01,Financial Services,EMEA,Self-Serve,Starter,10
C01062,2025-02-09,Financial Services,EMEA,Direct,Enterprise,20
C01063,2025-05-15,Healthcare,EMEA,Partner,Growth,15
C01064,2025-12-08,Media,North America,Direct,Starter,0
C01065,2023-09-14,Financial Services,North America,Partner,Starter,0
C01066,2023-04-15,Technology,EMEA,Partner,Starter,0
C01067,2024-10-20,Education,North America,Direct,Starter,0
C01068,2024-12-27,Financial Services,North America,Self-Serve,Enterprise,25
C01069,2024-02-24,Manufacturing,EMEA,Self-Serve,Growth,0
C01070,2023-02-03,Retail,North America,Direct,Starter,0
C01071,2023-06-26,Financial Services,North America,Self-Serve,Enterprise,15
C01072,2025-03-24,Other,APAC,Direct,Growth,0
C01073,2024-06-28,Education,North America,Self-Serve,Starter,0
C01074,2024-03-06,Technology,APAC,Partner,Growth,10
C01075,2023-09-26,Technology,EMEA,Self-Serve,Starter,10
C01076,2023-08-19,Technology,North America,Self-Serve,Starter,10
C01077,2025-05-31,Financial Services,North America,Direct,Growth,0
C01078,2023-07-04,Media,North America,Self-Serve,Starter,0
C01079,2023-03-30,Technology,North America,Self-Serve,Starter,5
C01080,2023-11-05,Education,North America,Self-Serve,Starter,10
C01081,2025-11-09,Education,North America,Self-Serve,Starter,10
C01082,2025-01-10,Retail,North America,Direct,Growth,10
C01083,2023-11-19,Technology,North America,Partner,Starter,10
C01084,2023-06-21,Technology,North America,Direct,Starter,5
C01085,2023-10-12,Manufacturing,North America,Partner,Enterprise,15
C01086,2023-11-16,Technology,North America,Partner,Starter,0
C01087,2024-10-10,Retail,North America,Self-Serve,Growth,0
C01088,2024-03-24,Financial Services,North America,Direct,Starter,0
C01089,2023-11-30,Retail,LATAM,Self-Serve,Growth,10
C01090,2025-11-07,Technology,North America,Direct,Growth,10
C01091,2024-07-19,Healthcare,North America,Self-Serve,Starter,5
C01092,2025-12-11,Manufacturing,APAC,Self-Serve,Starter,0
C01093,2024-04-05,Healthcare,LATAM,Self-Serve,Enterprise,20
C01094,2024-09-20,Manufacturing,EMEA,Direct,Growth,15
C01095,2025-11-10,Technology,EMEA,Partner,Enterprise,15
C01096,2024-01-30,Manufacturing,North America,Self-Serve,Starter,10
C01097,2025-11-10,Financial Services,EMEA,Partner,Growth,5
C01098,2025-12-06,Technology,EMEA,Self-Serve,Growth,0
C01099,2025-05-29,Healthcare,North America,Direct,Growth,5
C01100,2025-02-26,Retail,North America,Self-Serve,Growth,10
C01101,2023-02-13,Manufacturing,LATAM,Partner,Starter,0
C01102,2024-03-10,Technology,North America,Self-Serve,Growth,5
C01103,2025-09-19,Financial Services,North America,Self-Serve,Starter,0
C01104,2024-11-28,Retail,EMEA,Direct,Starter,5
C01105,2025-08-23,Retail,North America,Direct,Enterprise,20
C01106,2025-03-11,Manufacturing,North America,Self-Serve,Growth,0
C01107,2025-08-07,Technology,EMEA,Self-Serve,Growth,5
C01108,2024-05-20,Retail,LATAM,Self-Serve,Starter,0
C01109,2023-12-25,Healthcare,EMEA,Partner,Starter,0
C01110,2023-07-13,Financial Services,EMEA,Self-Serve,Growth,10
C01111,2024-11-27,Education,North America,Direct,Starter,0
C01112,2024-05-17,Technology,EMEA,Direct,Starter,10
C01113,2023-11-06,Retail,APAC,Direct,Starter,0
C01114,2024-05-02,Retail,North America,Partner,Growth,15
C01115,2023-11-16,Technology,North America,Direct,Growth,10
C01116,2025-05-13,Financial Services,APAC,Self-Serve,Starter,0
C01117,2024-11-25,Retail,North America,Self-Serve,Starter,0
C01118,2024-09-25,Technology,EMEA,Self-Serve,Starter,0
C01119,2025-01-21,Retail,EMEA,Self-Serve,Starter,10
C01120,2024-10-07,Technology,North America,Direct,Growth,10
C01121,2024-01-17,Healthcare,APAC,Partner,Enterprise,15
C01122,2025-04-28,Financial Services,North America,Self-Serve,Starter,10
C01123,2025-03-20,Technology,North America,Self-Serve,Growth,0
C01124,2025-01-30,Media,North America,Self-Serve,Starter,10
C01125,2024-12-29,Retail,North America,Self-Serve,Starter,0
C01126,2024-08-15,Healthcare,North America,Direct,Starter,0
C01127,2024-01-23,Financial Services,EMEA,Self-Serve,Growth,15
C01128,2025-08-21,Other,North America,Self-Serve,Growth,0
C01129,2024-03-09,Technology,North America,Partner,Growth,20
C01130,2025-02-21,Financial Services,LATAM,Direct,Starter,0
C01131,2024-11-30,Retail,North America,Direct,Starter,5
C01132,2023-12-30,Education,North America,Self-Serve,Growth,5
C01133,2025-08-03,Manufacturing,APAC,Direct,Enterprise,15
C01134,2023-08-21,Financial Services,LATAM,Self-Serve,Starter,5
C01135,2023-04-20,Retail,EMEA,Self-Serve,Starter,0
C01136,2025-03-17,Other,APAC,Partner,Starter,10
C01137,2024-05-06,Technology,EMEA,Partner,Starter,10
C01138,2025-02-26,Education,EMEA,Direct,Starter,5
C01139,2024-05-24,Healthcare,EMEA,Partner,Growth,15
C01140,2025-09-03,Media,North America,Partner,Starter,0
C01141,2024-02-23,Education,EMEA,Self-Serve,Growth,0
C01142,2025-10-17,Healthcare,APAC,Direct,Starter,0
C01143,2024-01-24,Financial Services,EMEA,Direct,Enterprise,30
C01144,2024-03-30,Retail,APAC,Self-Serve,Starter,0
C01145,2024-09-27,Technology,EMEA,Direct,Growth,10
C01146,2025-03-29,Manufacturing,EMEA,Self-Serve,Starter,10
C01147,2023-08-11,Retail,EMEA,Self-Serve,Starter,0
C01148,2023-12-27,Manufacturing,EMEA,Direct,Starter,5
C01149,2025-03-20,Media,North America,Self-Serve,Growth,5
C01150,2023-09-27,Healthcare,North America,Self-Serve,Starter,0
C01151,2023-10-08,Media,LATAM,Partner,Starter,0
C01152,2025-10-24,Healthcare,EMEA,Partner,Enterprise,10
C01153,2024-01-10,Media,North America,Direct,Growth,0
C01154,2023-06-08,Technology,LATAM,Self-Serve,Growth,10
C01155,2025-06-10,Education,APAC,Direct,Starter,0
C01156,2023-10-18,Media,EMEA,Self-Serve,Starter,0
C01157,2024-07-12,Technology,North America,Partner,Growth,5
C01158,2024-06-29,Retail,North America,Self-Serve,Starter,5
C01159,2024-08-02,Technology,EMEA,Direct,Starter,0
C01160,2023-08-07,Technology,EMEA,Direct,Growth,15
C01161,2024-07-04,Healthcare,North America,Direct,Starter,0
C01162,2024-08-22,Technology,EMEA,Direct,Growth,15
C01163,2025-05-18,Financial Services,North America,Direct,Starter,0
C01164,2025-03-07,Financial Services,APAC,Self-Serve,Starter,0
C01165,2024-09-24,Education,APAC,Self-Serve,Starter,5
C01166,2024-07-14,Technology,North America,Partner,Starter,0
C01167,2025-05-17,Education,North America,Partner,Starter,0
C01168,2024-10-07,Retail,North America,Direct,Starter,0
C01169,2024-11-15,Education,EMEA,Self-Serve,Starter,0
C01170,2023-12-04,Financial Services,North America,Direct,Growth,10
C01171,2023-03-26,Technology,EMEA,Direct,Starter,10
C01172,2025-09-03,Financial Services,North America,Partner,Starter,0
C01173,2025-05-19,Media,EMEA,Direct,Starter,0
C01174,2024-10-16,Healthcare,North America,Self-Serve,Growth,15
C01175,2023-06-15,Technology,North America,Partner,Starter,0
C01176,2024-12-19,Other,APAC,Self-Serve,Starter,10
C01177,2025-02-23,Retail,LATAM,Direct,Starter,0
C01178,2025-02-20,Other,North America,Direct,Growth,10
C01179,2023-08-02,Media,APAC,Self-Serve,Growth,15
C01180,2023-05-12,Other,North America,Self-Serve,Starter,0
C01181,2023-06-08,Media,North America,Direct,Starter,10
C01182,2023-09-03,Technology,APAC,Direct,Enterprise,25
C01183,2025-01-01,Technology,North America,Self-Serve,Starter,0
C01184,2025-09-20,Retail,EMEA,Self-Serve,Growth,5
C01185,2025-01-11,Retail,North America,Self-Serve,Starter,0
C01186,2025-03-11,Healthcare,EMEA,Partner,Growth,20
C01187,2024-10-15,Technology,North America,Partner,Starter,0
C01188,2025-12-17,Manufacturing,North America,Self-Serve,Starter,5
C01189,2023-04-07,Financial Services,North America,Self-Serve,Growth,0
C01190,2024-08-16,Manufacturing,APAC,Self-Serve,Growth,10
C01191,2023-02-10,Manufacturing,North America,Direct,Growth,0
C01192,2023-05-30,Media,North America,Direct,Starter,10
C01193,2024-08-01,Media,North America,Partner,Growth,5
C01194,2023-10-11,Manufacturing,EMEA,Partner,Starter,5
C01195,2023-02-13,Technology,North America,Direct,Starter,0
C01196,2025-09-05,Other,EMEA,Direct,Growth,10
C01197,2024-04-29,Manufacturing,EMEA,Self-Serve,Starter,0
C01198,2023-08-09,Technology,APAC,Direct,Starter,0
C01199,2023-11-10,Healthcare,EMEA,Self-Serve,Growth,10
C01200,2023-10-19,Technology,North America,Self-Serve,Starter,0
C01201,2025-10-05,Manufacturing,North America,Direct,Starter,0
C01202,2024-12-14,Technology,EMEA,Partner,Starter,0
C01203,2023-06-27,Media,North America,Self-Serve,Starter,5
C01204,2024-12-24,Healthcare,North America,Direct,Growth,10
C01205,2025-04-26,Education,APAC,Partner,Starter,0
C01206,2024-10-19,Retail,North America,Self-Serve,Growth,10
C01207,2025-09-23,Financial Services,EMEA,Direct,Growth,10
C01208,2023-02-19,Technology,North America,Self-Serve,Starter,0
C01209,2024-12-16,Manufacturing,APAC,Partner,Growth,15
C01210,2023-08-04,Technology,EMEA,Partner,Growth,20
C01211,2025-02-17,Technology,North America,Partner,Starter,0
C01212,2024-02-03,Manufacturing,EMEA,Self-Serve,Starter,5
C01213,2024-09-13,Media,LATAM,Direct,Starter,5
C01214,2023-04-05,Financial Services,APAC,Self-Serve,Starter,5
C01215,2023-03-11,Financial Services,North America,Direct,Starter,0
C01216,2024-09-07,Other,EMEA,Direct,Growth,10
C01217,2024-01-17,Financial Services,EMEA,Direct,Growth,15
C01218,2023-04-11,Education,APAC,Partner,Growth,5
C01219,2025-06-18,Healthcare,APAC,Self-Serve,Growth,10
C01220,2023-07-01,Healthcare,APAC,Partner,Starter,0
C01221,2025-04-10,Manufacturing,North America,Partner,Starter,0
C01222,2024-04-01,Financial Services,APAC,Self-Serve,Growth,0
C01223,2023-12-22,Media,North America,Direct,Starter,0
C01224,2025-04-17,Retail,EMEA,Self-Serve,Growth,10
C01225,2024-07-02,Technology,APAC,Self-Serve,Starter,0
C01226,2025-11-18,Retail,EMEA,Partner,Starter,0
C01227,2025-04-19,Retail,North America,Self-Serve,Starter,0
C01228,2024-07-15,Technology,North America,Partner,Starter,5
C01229,2023-04-22,Healthcare,EMEA,Direct,Growth,5
C01230,2024-06-30,Education,EMEA,Partner,Growth,10
C01231,2025-10-11,Financial Services,North America,Direct,Enterprise,25
C01232,2024-06-14,Healthcare,APAC,Direct,Growth,10
C01233,2025-03-31,Education,EMEA,Self-Serve,Starter,0
C01234,2023-06-01,Retail,North America,Direct,Growth,10
C01235,2025-12-23,Technology,North America,Direct,Starter,10
C01236,2023-09-10,Financial Services,APAC,Direct,Starter,0
C01237,2025-04-28,Other,North America,Self-Serve,Starter,10
C01238,2024-09-28,Financial Services,EMEA,Partner,Growth,15
C01239,2025-05-07,Retail,LATAM,Direct,Enterprise,20
C01240,2025-04-16,Education,EMEA,Partner,Starter,0
C01241,2024-02-05,Media,EMEA,Direct,Growth,10
C01242,2025-05-08,Financial Services,North America,Self-Serve,Enterprise,15
C01243,2023-06-20,Manufacturing,APAC,Self-Serve,Starter,0
C01244,2024-08-27,Retail,North America,Direct,Starter,5
C01245,2025-06-15,Media,EMEA,Direct,Enterprise,25
C01246,2025-10-31,Retail,LATAM,Partner,Starter,0
C01247,2024-09-05,Retail,LATAM,Direct,Starter,10
C01248,2023-11-14,Retail,EMEA,Partner,Starter,0
C01249,2024-12-30,Retail,North America,Direct,Starter,0
C01250,2023-07-17,Technology,North America,Self-Serve,Starter,0
C01251,2023-08-18,Healthcare,North America,Partner,Enterprise,10
C01252,2023-10-09,Manufacturing,North America,Direct,Starter,0
C01253,2024-06-28,Healthcare,EMEA,Partner,Enterprise,15
C01254,2025-08-05,Media,North America,Self-Serve,Growth,10
C01255,2025-03-03,Financial Services,EMEA,Self-Serve,Growth,10
C01256,2024-06-20,Technology,North America,Direct,Enterprise,20
C01257,2025-05-06,Healthcare,APAC,Direct,Growth,15
C01258,2024-03-03,Healthcare,EMEA,Self-Serve,Enterprise,15
C01259,2024-12-06,Financial Services,EMEA,Self-Serve,Growth,0
C01260,2023-07-21,Education,North America,Self-Serve,Growth,0
C01261,2025-08-01,Media,EMEA,Self-Serve,Starter,0
C01262,2024-06-11,Financial Services,APAC,Self-Serve,Growth,10
C01263,2023-02-25,Retail,North America,Self-Serve,Enterprise,15
C01264,2023-09-21,Financial Services,North America,Self-Serve,Starter,0
C01265,2025-03-13,Financial Services,LATAM,Self-Serve,Growth,5
C01266,2024-05-30,Technology,North America,Self-Serve,Starter,0
C01267,2023-04-13,Technology,EMEA,Self-Serve,Starter,5
C01268,2024-05-25,Financial Services,North America,Self-Serve,Growth,10
C01269,2023-03-06,Healthcare,APAC,Self-Serve,Growth,10
C01270,2025-03-10,Technology,EMEA,Direct,Starter,0
C01271,2024-07-27,Media,North America,Direct,Starter,5
C01272,2025-12-18,Media,EMEA,Self-Serve,Growth,10
C01273,2023-03-28,Media,LATAM,Direct,Growth,0
C01274,2023-01-03,Education,North America,Direct,Growth,10
C01275,2025-12-30,Media,North America,Partner,Starter,0
C01276,2025-05-09,Healthcare,North America,Self-Serve,Starter,0
C01277,2025-04-26,Other,APAC,Self-Serve,Starter,0
C01278,2025-09-19,Education,EMEA,Partner,Growth,10
C01279,2023-12-23,Other,North America,Self-Serve,Growth,0
C01280,2025-10-16,Financial Services,APAC,Direct,Starter,0
C01281,2025-03-08,Retail,APAC,Direct,Growth,10
C01282,2023-05-27,Media,EMEA,Direct,Growth,15
C01283,2024-07-27,Financial Services,LATAM,Self-Serve,Growth,10
C01284,2023-10-02,Manufacturing,EMEA,Self-Serve,Starter,0
C01285,2024-07-26,Technology,North America,Self-Serve,Enterprise,10
C01286,2023-10-19,Media,EMEA,Direct,Starter,0
C01287,2025-12-02,Financial Services,North America,Direct,Growth,0
C01288,2023-10-25,Media,North America,Partner,Starter,0
C01289,2023-09-23,Technology,EMEA,Direct,Growth,0
C01290,2023-05-04,Financial Services,North America,Self-Serve,Growth,0
C01291,2025-09-16,Manufacturing,North America,Partner,Starter,10
C01292,2025-03-13,Healthcare,EMEA,Partner,Starter,0
C01293,2025-02-06,Education,North America,Partner,Starter,0
C01294,2024-01-24,Manufacturing,North America,Self-Serve,Growth,15
C01295,2023-11-28,Technology,North America,Self-Serve,Starter,0
C01296,2024-04-01,Education,APAC,Partner,Starter,10
C01297,2024-07-05,Financial Services,North America,Self-Serve,Starter,10
C01298,2025-01-22,Financial Services,North America,Self-Serve,Enterprise,10
C01299,2025-08-10,Technology,North America,Partner,Growth,10
C01300,2024-10-10,Technology,North America,Direct,Starter,0
C01301,2025-01-22,Healthcare,North America,Self-Serve,Starter,0
C01302,2025-09-24,Manufacturing,EMEA,Self-Serve,Growth,0
C01303,2024-02-24,Healthcare,North America,Direct,Growth,5
C01304,2025-08-19,Retail,EMEA,Self-Serve,Growth,15
C01305,2025-01-20,Retail,North America,Self-Serve,Starter,0
C01306,2024-04-06,Education,EMEA,Self-Serve,Starter,0
C01307,2023-07-04,Financial Services,EMEA,Direct,Enterprise,20
C01308,2023-07-28,Retail,North America,Direct,Starter,0
C01309,2023-12-20,Media,North America,Self-Serve,Starter,10
C01310,2025-05-23,Technology,APAC,Direct,Starter,0
C01311,2024-12-31,Technology,LATAM,Direct,Growth,0
C01312,2023-04-22,Retail,APAC,Partner,Starter,0
C01313,2025-12-10,Healthcare,North America,Self-Serve,Starter,0
C01314,2025-03-29,Other,EMEA,Self-Serve,Growth,5
C01315,2025-01-13,Retail,North America,Self-Serve,Growth,0
C01316,2024-09-16,Education,EMEA,Direct,Starter,0
C01317,2023-12-15,Manufacturing,LATAM,Self-Serve,Growth,0
C01318,2024-06-10,Media,North America,Self-Serve,Starter,5
C01319,2023-07-14,Technology,North America,Direct,Growth,0
C01320,2025-12-09,Technology,North America,Self-Serve,Starter,0
C01321,2024-04-06,Healthcare,North America,Self-Serve,Enterprise,5
C01322,2023-02-19,Manufacturing,North America,Direct,Starter,0
C01323,2024-02-28,Technology,APAC,Direct,Enterprise,30
C01324,2025-12-28,Education,APAC,Self-Serve,Starter,0
C01325,2025-06-30,Technology,North America,Self-Serve,Growth,15
C01326,2023-12-21,Financial Services,EMEA,Self-Serve,Growth,0
C01327,2024-03-24,Financial Services,APAC,Partner,Enterprise,15
C01328,2025-09-20,Technology,North America,Self-Serve,Growth,0
C01329,2023-09-20,Technology,APAC,Direct,Starter,5
C01330,2024-08-15,Technology,North America,Direct,Growth,10
C01331,2024-08-25,Healthcare,EMEA,Direct,Growth,0
C01332,2023-11-22,Technology,APAC,Self-Serve,Starter,0
C01333,2024-11-30,Education,North America,Direct,Starter,0
C01334,2024-02-17,Retail,North America,Self-Serve,Starter,0
C01335,2024-07-07,Retail,North America,Direct,Starter,0
C01336,2023-02-26,Retail,North America,Self-Serve,Growth,5
C01337,2025-08-12,Retail,EMEA,Direct,Enterprise,10
C01338,2023-07-18,Technology,EMEA,Self-Serve,Growth,5
C01339,2024-02-25,Media,EMEA,Self-Serve,Growth,0
C01340,2025-12-29,Manufacturing,EMEA,Partner,Starter,0
C01341,2024-02-02,Technology,LATAM,Partner,Growth,20
C01342,2023-02-01,Healthcare,LATAM,Partner,Enterprise,10
C01343,2023-12-01,Manufacturing,North America,Direct,Growth,10
C01344,2025-04-24,Retail,APAC,Self-Serve,Starter,10
C01345,2024-06-28,Retail,APAC,Self-Serve,Starter,0
C01346,2024-02-29,Manufacturing,North America,Direct,Starter,0
C01347,2024-06-30,Manufacturing,North America,Direct,Growth,5
C01348,2024-12-15,Healthcare,North America,Self-Serve,Enterprise,10
C01349,2024-11-27,Media,APAC,Direct,Starter,0
C01350,2023-11-04,Technology,EMEA,Self-Serve,Starter,5
C01351,2025-11-27,Healthcare,North America,Self-Serve,Growth,0
C01352,2023-03-11,Manufacturing,North America,Self-Serve,Starter,0
C01353,2024-02-04,Technology,EMEA,Self-Serve,Starter,5
C01354,2023-01-30,Technology,APAC,Self-Serve,Enterprise,10
C01355,2024-10-27,Retail,North America,Partner,Growth,5
C01356,2025-09-06,Technology,APAC,Direct,Starter,5
C01357,2025-11-07,Healthcare,North America,Direct,Starter,0
C01358,2025-12-23,Retail,APAC,Direct,Starter,0
C01359,2025-10-12,Media,North America,Direct,Growth,5
C01360,2025-02-11,Education,North America,Partner,Growth,15
C01361,2025-01-10,Media,North America,Self-Serve,Growth,15
C01362,2024-07-13,Technology,EMEA,Direct,Starter,10
C01363,2025-11-13,Technology,APAC,Self-Serve,Growth,5
C01364,2025-03-02,Financial Services,EMEA,Partner,Enterprise,15
C01365,2025-12-24,Healthcare,LATAM,Self-Serve,Starter,0
C01366,2024-06-20,Financial Services,North America,Self-Serve,Starter,10
C01367,2025-03-28,Manufacturing,North America,Direct,Growth,10
C01368,2023-03-21,Technology,EMEA,Self-Serve,Growth,10
C01369,2024-09-05,Financial Services,EMEA,Self-Serve,Enterprise,10
C01370,2024-08-22,Technology,North America,Partner,Growth,5
C01371,2024-02-16,Retail,North America,Self-Serve,Growth,15
C01372,2024-01-23,Retail,North America,Direct,Growth,10
C01373,2023-11-18,Manufacturing,APAC,Direct,Growth,15
C01374,2025-02-24,Financial Services,EMEA,Self-Serve,Growth,0
C01375,2025-06-09,Manufacturing,APAC,Self-Serve,Starter,0
C01376,2023-02-10,Financial Services,North America,Partner,Growth,5
C01377,2023-11-23,Education,APAC,Partner,Starter,0
C01378,2023-04-01,Retail,APAC,Self-Serve,Starter,5
C01379,2023-11-07,Retail,APAC,Self-Serve,Starter,0
C01380,2024-03-19,Financial Services,EMEA,Self-Serve,Starter,0
C01381,2023-05-05,Media,EMEA,Self-Serve,Starter,0
C01382,2024-06-21,Manufacturing,North America,Partner,Growth,15
C01383,2023-09-25,Other,EMEA,Partner,Growth,20
C01384,2025-10-25,Manufacturing,North America,Self-Serve,Growth,15
C01385,2024-03-13,Media,North America,Self-Serve,Growth,10
C01386,2024-07-30,Retail,EMEA,Direct,Growth,0
C01387,2023-12-07,Healthcare,APAC,Self-Serve,Growth,0
C01388,2025-01-16,Financial Services,North America,Self-Serve,Starter,0
C01389,2025-02-07,Technology,EMEA,Partner,Starter,0
C01390,2023-08-08,Technology,EMEA,Self-Serve,Growth,10
C01391,2025-02-12,Technology,North America,Partner,Starter,0
C01392,2023-11-06,Financial Services,APAC,Partner,Enterprise,20
C01393,2025-04-21,Healthcare,North America,Self-Serve,Starter,0
C01394,2023-05-03,Retail,LATAM,Self-Serve,Enterprise,10
C01395,2023-07-28,Financial Services,EMEA,Direct,Starter,5
C01396,2023-05-23,Manufacturing,North America,Direct,Starter,0
C01397,2025-01-03,Technology,EMEA,Partner,Starter,0
C01398,2023-05-26,Other,North America,Self-Serve,Starter,5
C01399,2025-01-06,Retail,North America,Partner,Starter,0
C01400,2024-07-08,Financial Services,APAC,Self-Serve,Growth,10
C01401,2025-04-28,Technology,North America,Self-Serve,Starter,5
C01402,2024-09-01,Technology,EMEA,Self-Serve,Growth,0
C01403,2023-02-03,Retail,EMEA,Direct,Enterprise,20
C01404,2025-12-05,Technology,North America,Direct,Growth,10
C01405,2025-09-20,Other,North America,Partner,Starter,0
C01406,2025-11-23,Manufacturing,EMEA,Self-Serve,Growth,15
C01407,2025-03-23,Manufacturing,EMEA,Partner,Growth,5
C01408,2024-08-29,Education,North America,Direct,Starter,10
C01409,2025-02-10,Technology,North America,Direct,Starter,5
C01410,2024-12-07,Healthcare,North America,Self-Serve,Starter,10
C01411,2025-10-18,Technology,EMEA,Partner,Starter,0
C01412,2025-09-11,Financial Services,North America,Direct,Growth,10
C01413,2025-02-22,Technology,North America,Self-Serve,Growth,15
C01414,2025-09-06,Financial Services,EMEA,Direct,Enterprise,15
C01415,2025-05-18,Education,North America,Self-Serve,Enterprise,25
C01416,2024-09-12,Financial Services,EMEA,Self-Serve,Growth,5
C01417,2025-05-04,Financial Services,North America,Direct,Starter,0
C01418,2024-09-23,Financial Services,EMEA,Self-Serve,Starter,10
C01419,2023-10-09,Manufacturing,North America,Partner,Starter,10
C01420,2025-10-15,Financial Services,EMEA,Self-Serve,Starter,0
C01421,2024-01-27,Technology,EMEA,Self-Serve,Growth,0
C01422,2023-01-27,Technology,LATAM,Direct,Growth,0
C01423,2023-06-19,Retail,North America,Direct,Enterprise,30
C01424,2024-01-15,Retail,EMEA,Direct,Starter,10
C01425,2025-09-24,Other,APAC,Partner,Growth,15
C01426,2025-01-08,Other,APAC,Direct,Starter,10
C01427,2024-06-11,Media,APAC,Self-Serve,Starter,5
C01428,2024-01-30,Manufacturing,APAC,Self-Serve,Growth,15
C01429,2025-09-06,Retail,EMEA,Self-Serve,Starter,0
C01430,2023-02-11,Technology,North America,Direct,Starter,0
C01431,2023-12-09,Retail,EMEA,Direct,Starter,0
C01432,2025-12-19,Media,APAC,Direct,Starter,0
C01433,2025-04-14,Media,APAC,Direct,Growth,0
C01434,2023-07-31,Media,North America,Direct,Starter,0
C01435,2023-09-20,Retail,North America,Direct,Starter,0
C01436,2023-09-23,Education,EMEA,Self-Serve,Enterprise,5
C01437,2023-09-11,Education,APAC,Direct,Starter,0
C01438,2025-03-01,Other,EMEA,Direct,Enterprise,25
C01439,2025-04-26,Financial Services,EMEA,Partner,Enterprise,25
C01440,2025-10-24,Financial Services,North America,Partner,Enterprise,20
C01441,2024-05-21,Healthcare,EMEA,Partner,Enterprise,10
C01442,2024-01-07,Technology,North America,Self-Serve,Growth,0
C01443,2025-05-14,Financial Services,North America,Partner,Enterprise,15
C01444,2025-05-07,Technology,EMEA,Self-Serve,Starter,0
C01445,2024-03-15,Technology,EMEA,Direct,Starter,5
C01446,2024-12-19,Financial Services,North America,Partner,Starter,0
C01447,2025-08-07,Retail,North America,Direct,Starter,10
C01448,2025-08-18,Media,North America,Self-Serve,Starter,10
C01449,2023-07-25,Other,EMEA,Self-Serve,Growth,10
C01450,2024-02-13,Other,North America,Direct,Starter,10
C01451,2023-11-11,Manufacturing,APAC,Direct,Starter,0
C01452,2025-08-25,Manufacturing,North America,Direct,Enterprise,15
C01453,2025-12-23,Retail,North America,Direct,Enterprise,30
C01454,2024-05-31,Financial Services,EMEA,Self-Serve,Enterprise,20
C01455,2025-08-25,Technology,North America,Direct,Growth,0
C01456,2025-08-19,Manufacturing,North America,Self-Serve,Starter,10
C01457,2024-09-03,Education,North America,Direct,Starter,10
C01458,2023-01-26,Manufacturing,EMEA,Direct,Enterprise,15
C01459,2024-05-16,Other,EMEA,Self-Serve,Starter,0
C01460,2025-12-08,Financial Services,North America,Partner,Growth,15
C01461,2024-07-15,Financial Services,EMEA,Self-Serve,Starter,0
C01462,2024-09-09,Manufacturing,LATAM,Direct,Starter,10
C01463,2025-12-23,Manufacturing,North America,Self-Serve,Growth,10
C01464,2024-01-26,Healthcare,North America,Self-Serve,Starter,0
C01465,2025-02-06,Education,North America,Direct,Enterprise,20
C01466,2024-01-24,Manufacturing,APAC,Self-Serve,Starter,10
C01467,2025-04-05,Technology,North America,Self-Serve,Growth,10
C01468,2023-10-11,Media,North America,Direct,Starter,5
C01469,2024-09-09,Retail,EMEA,Direct,Growth,0
C01470,2025-05-23,Technology,EMEA,Self-Serve,Growth,15
C01471,2023-10-05,Healthcare,APAC,Self-Serve,Starter,0
C01472,2025-02-17,Financial Services,North America,Direct,Starter,0
C01473,2024-09-27,Technology,EMEA,Self-Serve,Enterprise,5
C01474,2023-12-26,Financial Services,LATAM,Partner,Starter,5
C01475,2024-07-26,Healthcare,EMEA,Direct,Enterprise,15
